0 -0.000000 -0.000000 0.000000 -5.880745 11.760370 -1.978151 0.000000 -5.880745 -11.760370
1 -0.000000 -0.000000 0.000000 -9.300083 14.263318 -4.058638 0.000000 -9.300083 -14.263318
2 -0.000000 -0.000000 0.000000 -7.997827 13.387276 0.931904 0.000000 -7.997827 -13.387276
3 -0.000000 -0.000000 0.000000 -5.784810 12.584789 0.809822 0.000000 -5.784810 -12.584789
4 -0.000000 -0.000000 0.000000 -6.422721 11.563005 0.497864 0.000000 -6.422721 -11.563005
5 -0.000000 -0.000000 0.000000 -7.043876 10.184550 0.414614 0.000000 -7.043876 -10.184550
6 -0.000000 -0.000000 0.000000 -2.102923 8.977760 3.325314 0.000000 -2.102923 -8.977760
7 -0.000000 -0.000000 0.000000 -1.258160 8.977858 7.401971 0.000000 -1.258160 -8.977858
8 -0.000000 -0.000000 0.000000 0.984831 5.909897 6.352949 0.000000 0.984831 -5.909897
9 -0.000000 -0.000000 0.000000 -0.342310 6.056418 2.453338 0.000000 -0.342310 -6.056418
10 -0.000000 -0.000000 0.000000 -0.365923 4.134979 0.253751 0.000000 -0.365923 -4.134979
11 -0.000000 -0.000000 0.000000 2.242215 3.739297 -0.200379 0.000000 2.242215 -3.739297
12 -0.000000 -0.000000 0.000000 1.836688 1.986307 -2.871337 0.000000 1.836688 -1.986307
13 -0.000000 -0.000000 0.000000 1.656119 3.187099 -2.200611 0.000000 1.656119 -3.187099
14 -0.000000 -0.000000 0.000000 3.332184 2.047403 -1.601530 0.000000 3.332184 -2.047403
15 -0.000000 -0.000000 0.000000 5.992445 1.482913 -0.546494 0.000000 5.992445 -1.482913
16 -0.000000 -0.000000 0.000000 4.758445 1.242943 3.642693 0.000000 4.758445 -1.242943
17 -0.000000 -0.000000 0.000000 5.611853 1.214636 5.057827 0.000000 5.611853 -1.214636
18 -0.000000 -0.000000 0.000000 7.925334 -1.751374 1.667134 0.000000 7.925334 1.751374
19 -0.000000 -0.000000 0.000000 7.057572 -1.078100 -1.841866 0.000000 7.057572 1.078100
20 -0.000000 -0.000000 0.000000 7.311274 -1.212415 3.899030 0.000000 7.311274 1.212415
21 -0.000000 -0.000000 0.000000 5.479827 -1.830055 -5.224335 0.000000 5.479827 1.830055
22 -0.000000 -0.000000 0.000000 1.679976 -2.915910 -1.619634 0.000000 1.679976 2.915910
23 -0.000000 -0.000000 0.000000 4.129425 -0.866867 3.272409 0.000000 4.129425 0.866867
24 -0.000000 -0.000000 0.000000 4.364200 0.618762 2.718848 0.000000 4.364200 -0.618762
25 -0.000000 -0.000000 0.000000 3.426205 -0.494741 7.174432 0.000000 3.426205 0.494741
26 -0.000000 -0.000000 0.000000 -0.032071 -1.682554 6.332537 0.000000 -0.032071 1.682554
27 -0.000000 -0.000000 0.000000 -2.482752 -2.631402 2.617179 0.000000 -2.482752 2.631402
28 -0.000000 -0.000000 0.000000 -0.714469 -3.319498 2.997317 0.000000 -0.714469 3.319498
29 -0.000000 -0.000000 0.000000 -1.235506 -4.166434 0.075279 0.000000 -1.235506 4.166434
